rank,name,username,network_degrees,journo_followers,total_followers,location,site,page_rank,betweenness_centrality,closeness_centrality,score_1,score
5092,Aki Ito,AkiIto7,344,163,4043," RT â  endorsements. [insert Law & Order noise]""",BusinessInsider,7.86E-05,2.25E-05,0.472827478,163.2196697,77.12281184
5093,Sarah Lazarus,sarahclazarus,203,163,58505,los angeles,CNN,5.35E-05,2.18E-05,0.468266838,166.1787717,77.07175127
5094,Peter Landers,LandersWSJ,172,154,6288,"Tokyo, Japan",WallStJournal,4.44E-05,4.70E-06,0.45448383,154.322784,77.07024586
5095,Brodie Fenlon,brodiefenlon,267,164,8768,Canada,cbc,8.32E-05,7.62E-05,0.469082065,164.4793173,77.04187824
5096,Damian Garde,damiangarde,388,160,15763,queens,BostonGlobe,8.98E-05,5.54E-05,0.479453247,160.8406933,76.91405609
5097,Marc Burleigh,marcburleigh,462,159,5247,,AFP,0.000108951,8.44E-05,0.483236763,159.278091,76.90183721
5098,Mekado Murphy,mekadomurphy,186,141,4127,"New York, NY",NYTimes,5.03E-05,1.09E-05,0.454081716,141.193969,76.88347301
5099,Doug Palmer,tradereporter,183,168,6592,"Washington, DC",Politico,4.56E-05,6.94E-06,0.456853441,168.369152,76.83570227
5100,Jarrett Renshaw,JarrettRenshaw,286,161,5776,Philadelphia ,Newsmax,6.79E-05,3.86E-05,0.476485677,161.3099787,76.78804419
5101,Steve Matthews,SteveMatthews12,406,160,8939,Atlanta,aljazeera,9.52E-05,0.000206889,0.479154827,160.4767467,76.77899005
5102,Paul Berger,pdberger,365,146,3985,"New Jersey, USA",WallStJournal,8.13E-05,2.31E-05,0.477604783,146.1939367,76.75427194
5103,Brian Hernandez,BAHjournalist,279,162,25664,SF // LA,Bustle,7.53E-05,8.03E-05,0.471689331,163.385856,76.74051837
5104,Amina Khan,aminawrite,211,166,14079,Los Angeles,NPR,5.26E-05,1.21E-05,0.461035613,166.779038,76.71149389
5105,Jamie Powell,ajb_powell,224,165,8225,London,FinancialTimes,5.82E-05,8.79E-06,0.464192848,165.452375,76.69681454
5106,George Kennedy,RamiKhouri,190,170,15309,Beirut and Boston,USNews,4.90E-05,6.70E-06,0.449967833,170.86751,76.68970741
5107,Anne Branigin,AnneBranigin,252,163,4705,Piscataway/Anacostan land,Washington Post,6.13E-05,1.87E-05,0.469961607,163.2556383,76.66381204
5108,Paul Royall,paulroyall,241,147,13241,UK,BBC,6.97E-05,2.93E-05,0.472785995,147.648809,76.61820669
5109,Emily Foxhall,emfoxhall,315,165,4374,"Houston, TX",houstonchronicle,7.27E-05,2.13E-05,0.463933087,165.24057,76.60476355
5110,Christopher Goffard,LATChrisGoffard,222,155,3892,Southern California,LATimes,5.45E-05,1.60E-05,0.4702692,155.2010867,76.58595885
5111,Stephen Maher,stphnmaher,430,157,39620,,TheNation,0.000111647,0.000202509,0.48449672,159.0734467,76.56827409
5112,Harrison Jacobs,Harrisonxjacobs,992,152,12892,New York,NPR,0.000206319,0.000203133,0.502594177,152.6531947,76.55846082
5113,Julie Banderas,JulieBanderas,267,160,108001,NYC,fox,6.78E-05,2.37E-05,0.469900137,165.7600533,76.53734685
5114,Kim Janssen,kimjnews,392,158,5005,"Los Angeles, CA",ChicagoTribune,9.19E-05,7.88E-05,0.483822479,158.2635967,76.50771868
5115,Bassem Mroue,bmroue,192,168,7450,Lebanon,ap,4.97E-05,7.58E-06,0.454292258,168.4172,76.41586471
5116,Rhik Samadder,whatsamadder,234,167,14898,London,Guardian,7.30E-05,3.43E-05,0.456369814,167.829322,76.4029977
5117,Mark Willacy,markwillacy,203,168,23920,Australia,AustraliaBroadcastCorp,6.34E-05,2.40E-05,0.452480353,169.33952,76.31975255
5118,Jim Wyss,jimwyss,225,157,5613,Somwhere in Puerto Rico ,Bloomberg,5.70E-05,4.04E-05,0.462519506,157.293747,76.31766902
5119,Sharon Otterman,sharonNYT,229,164,3876,"New York, NY",Mic,5.36E-05,5.75E-06,0.46499394,164.211888,76.30826948
5120,Conor Skelding,conorskelding,170,169,3961,New York,NYPost,4.57E-05,3.85E-05,0.451173373,169.2231363,76.29863662
5121,Emily Heller,MrEmilyHeller,211,162,91826,Los Angeles,Vulture,5.96E-05,3.79E-05,0.463873183,166.958604,76.29753736
5122,Cassandra Garrison,CassLGarrison,283,162,6397,"Mexico City, Mexico",Reuters,6.96E-05,3.66E-05,0.470228165,162.345438,76.25818007
5123,Ayesha Javed,byayeshajaved,1000,151,4952,London,time,0.000220851,0.000399461,0.5044762,151.2492507,76.23877671
5124,Mark David,DavidMarkDC,413,160,4868,"Washington, DC",RussiaToday,8.79E-05,1.21E-05,0.476085764,160.2596267,76.23552452
5125,Robert Downen,RobDownenChron,513,158,12693,"Houston, TX",houstonchronicle,0.000116383,0.00015113,0.481380568,158.668498,76.21903072
5126,Jeff Kepnes,KepnesNBC,809,154,5188,NY squared,NBC,0.000164986,5.82E-05,0.494500093,154.2663173,76.2188613
5127,Claire Boston,claireeboston,420,152,6846,Everywhere,Bloomberg,9.28E-05,3.29E-05,0.476970682,152.346864,76.21137893
5128,Rosalie Chan,rosaliechan17,217,167,4443,"San Francisco, CA",BusinessInsider,5.46E-05,1.45E-05,0.455983649,167.247327,76.20565792
5129,Anna Doble,annadoble,442,142,10681,London/Yorkshire,BBC,0.000120279,0.000171198,0.486860439,142.5055673,76.18297798
5130,Drazen Jorgic,Draz_DJ,320,161,8856,Mexico City,Reuters,8.25E-05,6.37E-05,0.472288761,161.475272,76.15072333
5131,Adam Beam,adambeam,321,161,9672,"Sacramento, California",AOL,7.48E-05,3.18E-05,0.471606771,161.519064,76.05108718
5132,Jon Craig,joncraig,175,173,42350,Westminster,https://news.sky.com/story/boris-johnson-tells-rebels-bring-it-on-as-he-vows-to-fight-for-his-job-12520446,5.51E-05,8.27E-06,0.436447296,175.4421833,76.03832436
5133,Sana Safi,BBCSanaSafi,158,145,280778,ð¦ð«ð¬ð§ ,BBC,4.63E-05,1.89E-05,0.45502109,158.5709367,75.97214817
5134,Simona Foltyn,SimonaFoltyn,297,163,14766,Baghdad,Pbs,7.18E-05,1.71E-05,0.464893652,163.802286,75.96415411
5135,Sarah-Blake Morgan,StorytellerSBM,408,159,13116,Charlotte & Atlanta,ap,9.41E-05,6.80E-05,0.476717513,159.695148,75.96377918
5136,Christine Muhlke,ChristineMuhlke,160,138,23487,NYC,NYTimes,4.79E-05,1.60E-05,0.456892176,139.080402,75.95752068
5137,Bertha Coombs,berthacoombs,222,162,17192,New York,CNBC,5.57E-05,1.65E-05,0.467494992,162.928368,75.9511924
5138,Michael Tarm,mtarm,302,160,12131,Chicago,ap,7.26E-05,5.37E-05,0.473658677,160.6469867,75.93861374
5139,Benjamin Parkin,b_parkyn,306,162,3783,"New Delhi, India",FinancialTimes,7.66E-05,4.30E-05,0.468388941,162.204282,75.92685016
5140,Joe Light,joelight,283,155,5432,"Washington, DC",Bloomberg,6.48E-05,7.91E-06,0.466039503,155.2806533,75.91659677
5141,Micha Frazer-Carroll,micha_frazer,331,161,21843,she/her,BusinessInsider,9.06E-05,6.99E-05,0.469818201,162.172241,75.91610044
5142,David Common,davidcommon,309,159,24010,Canada,cbc,8.91E-05,9.01E-05,0.475455688,160.27253,75.89997021
5143,Yuka Hayashi,TokyoWoods,275,147,8696,"Washington, DC",WallStJournal,6.40E-05,1.11E-05,0.468674097,147.426104,75.89443863
5144,Lilit Marcus,lilitmarcus,192,163,6535,Hong Kong,CNN,5.15E-05,2.01E-05,0.465074201,163.3550683,75.88966132
5145,Michael Hann,MichaelAHann,279,162,12354,,Guardian,8.53E-05,6.36E-05,0.467413893,162.667116,75.87696031
5146,Mariella Frostrup,mariellaf1,175,170,72543,United Kingdom,Guardian,5.85E-05,2.07E-05,0.440929081,174.11077,75.86422279
5147,Mark Horowitz,MarkHorowitz,225,163,4981,,tablet,5.65E-05,1.91E-05,0.465014002,163.2706343,75.8602067
5148,Kat Eschner,KatEschner,254,136,4957,Toronto,NYTimes,6.71E-05,6.09E-05,0.464172856,136.2247173,75.81559471
5149,Jacob Bunge,jacobbunge,168,155,5914,Chicago,WallStJournal,4.36E-05,7.20E-06,0.444090384,155.3055567,75.7920426
5150,Gabrielle Jackson,gabriellecj,367,157,12480,"Sydney, Australia",Guardian,0.000101692,0.000108481,0.481703296,157.65312,75.7847225
5151,Benjamin Morse,AlexBMorse,355,157,38359,"Provincetown, MA",Jacobin,7.86E-05,1.81E-05,0.479453247,159.0074543,75.75540003
5152,Graeme Demianyk,GraemeDemianyk,231,161,10563,.,HuffingtonPost,6.57E-05,2.90E-05,0.469511197,161.566881,75.72438121
5153,James Shotter,JamesShotter,367,159,5208,"Warsaw, Poland",FinancialTimes,9.12E-05,3.88E-05,0.475728516,159.276024,75.70649029
5154,Benjamin Weingarten,bhweingarten,495,157,45968,United States,Newsweek,0.000128811,0.000325039,0.478474119,159.4056587,75.69595939
5155,Lev Grossman,leverus,194,162,33178,"Brooklyn, NY",VanityFair,5.71E-05,0.000113386,0.464552997,163.791612,75.67373488
5156,Neil Greenberg,ngreenberg,162,145,17653,Neil.greenberg@washpost.com,WashingtonPost,4.47E-05,8.36E-06,0.452423371,145.8532283,75.66355887
5157,Tracy Mcveigh,tracymcveigh,244,165,5375,,Guardian,7.20E-05,3.94E-05,0.458018339,165.295625,75.64072677
5158,Laura Ingle,lauraingle,309,160,51420,New York,fox,7.58E-05,4.06E-05,0.468450017,162.7424,75.59434138
5159,Max Rushden,maxrushden,217,153,326210,London,Guardian,9.43E-05,0.000326148,0.468409298,169.63671,75.56301742
5160,Heather Landy,HeatherLandy,287,160,3816,"New York, NY",Quartz,7.05E-05,4.22E-05,0.471937187,160.20352,75.55797425
5161,Sandra Gonzalez,TheSandraG,205,164,13751,Los Angeles,CNN,5.72E-05,3.70E-05,0.459659212,164.7517213,75.55687859
5162,Megan Molteni,MeganMolteni,350,158,7509,MPLS,BostonGlobe,8.23E-05,3.93E-05,0.477477828,158.395474,75.53591186
5163,Dhruv Khullar,DhruvKhullar,218,142,13600,"New York, NY",NewYorker,5.37E-05,1.37E-05,0.471462359,142.6437333,75.48682837
5164,Michelle Alexander,thenewjimcrow,144,136,55600,,NYTimes,3.92E-05,6.18E-06,0.458252032,138.5205333,75.47975534
5165,Clay Masters,Clay_Masters,188,165,10632,"Des Moines, IA",NPR,4.59E-05,5.14E-06,0.456447126,165.58476,75.4472318
5166,Bettina Boxall,boxall,203,158,4017,Los Angeles,LATimes,5.02E-05,5.68E-06,0.454464665,158.211562,75.44616534
5167,Adrienne Vogt,AdrienneVogt,319,158,5721,Not on NJ Transit,CNN,7.24E-05,1.84E-05,0.477012903,158.301306,75.4399021
5168,Britt McHenry,BrittMcHenry,207,160,217061,On a plane,fox,6.62E-05,8.57E-05,0.45502109,171.5765867,75.43716994
5169,Leslie Kaufman,leslieatlarge,217,155,4180,leslrosen@gmail.com,Bloomberg,5.34E-05,1.42E-05,0.463095842,155.2159667,75.42135525
5170,Jeff Stone,jeffstone500,276,153,6070,NYC via Buffalo,Bloomberg,6.42E-05,1.41E-05,0.4689596,153.30957,75.41457705
5171,The Influencer Economy.,symeonbrown,175,161,13033,,LATimes,5.47E-05,1.25E-05,0.445099097,161.6994377,75.40744486
5172,Bill Shaikin,BillShaikin,170,157,48368,LA,LATimes,5.26E-05,2.23E-05,0.453661217,159.5312587,75.38892691
5173,James Freeman,FreemanWSJ,252,146,16221,New York,WallStJournal,6.38E-05,2.93E-05,0.468124464,146.789422,75.38404018
5174,Aman Sethi,Amannama,309,158,23924,New Delhi,Buzzfeed,7.63E-05,4.34E-05,0.475141275,159.2599973,75.37165982
5175,Yvonne Abraham,GlobeAbraham,346,157,11970,"Boston, MA",BostonGlobe,7.92E-05,3.19E-05,0.479005757,157.62643,75.35393564
5176,Sarah Young,sarahinthesen8,196,161,189051,"Adelaide, South Australia",Reuters,6.39E-05,2.40E-05,0.453699412,171.145737,75.34716279
5177,Sue Halpern,suehalpernVT,232,160,6135,The Sanctuary State of Vermont,NewYorker,5.59E-05,1.18E-05,0.470412882,160.3272,75.34302067
5178,Wilfred Frost,WilfredFrost,190,161,27641,,CNBC,5.25E-05,2.68E-05,0.465797802,162.4834003,75.33892843
5179,Matt Weinberger,gamoid,284,160,9962,"San Francisco, CA",BusinessInsider,6.99E-05,1.88E-05,0.469633951,160.5313067,75.26619198
5180,Martha Irvine,irvineAP,528,154,4440,,ap,0.000120947,0.000164407,0.488360575,154.22792,75.26318212
5181,Martin Coulter,MartinJBCoulter,778,151,4343,London,BusinessInsider,0.000195552,0.000662061,0.497811988,151.2185977,75.22402046
5182,Jeffrey Cook,JeffreyCook,511,155,5626,Denver,ABC,0.000114122,9.95E-05,0.484736419,155.2906767,75.20459573
5183,Courtney Norris,courtneyknorris,204,162,13205,D.C.,Pbs,4.93E-05,8.48E-06,0.463135642,162.71307,75.19309807
5184,Britt Julious,britticisms,187,168,10885,"Chicago, IL",ChicagoTribune,5.15E-05,1.64E-05,0.446741121,168.60956,75.18866609
5185,Nicky Bandini,NickyBandini,199,160,101452,,Guardian,7.38E-05,8.60E-05,0.462063431,165.4107733,75.18020921
5186,Jonathan Green,GreenJ,198,161,61925,"Melbourne, Victoria",AustraliaBroadcastCorp,6.24E-05,2.77E-05,0.462182321,164.3233083,75.17934086
5187,Craig Karmin,CraigKarmin,267,146,6283,New York City,WallStJournal,6.22E-05,9.52E-06,0.467596405,146.3057727,75.17462065
5188,Stan Collymore,StanCollymore,163,149,897587,England ,DailyMirror,7.77E-05,0.000158034,0.438864302,193.5801543,75.17310016
5189,Rachel Connolly,RachelConnoll14,227,162,9358,London/Belfast,Guardian,6.57E-05,4.38E-05,0.463255084,162.505332,75.16437242
5190,Matthew Doran,MattDoran91,344,158,25631,"Capital Hill, Canberra",AustraliaBroadcastCorp,9.78E-05,0.000127001,0.473617048,159.3498993,75.15116125
5191,Yasmin Khan,yasmin_khan,213,134,11343,"Hackney, London",NYTimes,6.16E-05,4.73E-05,0.466261282,134.506654,75.11655403
5192,Mike Blake,MrMikeBlake,237,160,40360,"The Bronx, NY",Reuters,6.27E-05,7.98E-05,0.466220943,162.1525333,75.09712894
5193,David Crary,CraryAP,190,163,6392,New York City,HuffingtonPost,4.83E-05,1.03E-05,0.460208785,163.3472987,75.0939469
5194,Joe Bavier,JoeBavier,332,158,9637,"Johannesburg, South Africa",Reuters,8.65E-05,8.64E-05,0.474513694,158.5075487,75.09358305
5195,Cody Delistraty,Delistraty,267,146,4829,london,WallStJournal,6.62E-05,3.88E-05,0.467130268,146.2350113,75.08150054
5196,Heidi Stevens,HeidiStevens13,314,157,22792,Chicago,ChicagoTribune,7.97E-05,0.000172012,0.476401429,158.1927813,75.07914572
5197,Hannah Ritchie,_HannahRitchie,200,159,40668,"London, UK",CNN,5.68E-05,4.38E-05,0.469000415,161.155404,75.07650867
5198,Casey Briggs,CaseyBriggs,226,162,68012,"SYD via ADL, CNS, BNE, ADL",AustraliaBroadcastCorp,7.10E-05,3.71E-05,0.457940494,165.672648,75.02728715
5199,Fiona Rutherford,Fi_Rutherford,225,160,8212,"New York, NY",Mic,6.01E-05,3.12E-05,0.468185471,160.4379733,75.01220174
5200,Meredith Goldstein,MeredithGoldste,512,156,10147,Boston,NPR,0.000122039,0.000176557,0.479987064,156.527644,75.00461313
5201,Chao Li,cli6cli6,227,145,3778,"New York, NY",WallStJournal,5.79E-05,2.25E-05,0.469818201,145.1826033,74.98318776
5202,Michael Schuman,MichaelSchuman,207,164,9945,Hong Kong,Atlantic,5.14E-05,4.83E-06,0.45638914,164.54366,74.97187922
5203,Brandon Carter,brandonetc,222,163,3757,DC/KY,NPR,5.31E-05,7.30E-06,0.459013183,163.2041303,74.86599809
5204,Miles Johnson,MilesMJohnson,212,165,3740,London,FinancialTimes,5.64E-05,8.89E-06,0.453413106,165.2057,74.85979603
5205,Guy Adams,guyadams,249,157,14051,London or South Wales,DailyMail,7.35E-05,8.52E-05,0.475518621,157.7353357,74.8312564
5206,Alexis Grenell,agrenell,295,158,5710,New York,TheNation,6.78E-05,2.02E-05,0.473076531,158.3007267,74.81722526
5207,Robbie Corey-Boulet,rcoreyb,276,159,21714,Ethiopia,AFP,7.03E-05,3.37E-05,0.468796413,160.150842,74.80838497
5208,Fabiola Cineas,FabiolaCineas,544,153,6568,"Philly; Crown Heights, BK; DC",Vox,0.000116357,4.03E-05,0.488338447,153.334968,74.79757127
5209,John Tedesco,John_Tedesco,563,153,7644,"Houston, TX",houstonchronicle,0.000122776,0.000108857,0.487984675,153.389844,74.75677422
5210,Stephen Moss,StephenMossGdn,558,154,5580,UK,Guardian,0.000167496,0.000574648,0.484910894,154.28644,74.74572661
5211,Taylor Branch,taylorbranch,167,163,6834,"Baltimore, Maryland",VanityFair,4.22E-05,3.87E-06,0.457998875,163.371314,74.73884732
5212,Michael Schaub,michaelschaub,175,164,16279,"Georgetown, Texas",NPR,4.68E-05,8.68E-06,0.454196533,164.8899187,74.6903304
5213,Samuel Hammond,hamandcheese,222,161,17216,"Washington, DC",https://www.niskanencenter.org/inequitable-and-inadequate-reforming-federal-grants-for-state-social-assistance-programs/,5.48E-05,1.34E-05,0.462420283,161.9239253,74.66328647
5214,Eric Bellman,EricBellmanWSJ,222,148,8125,San Francisco,WallStJournal,5.59E-05,2.65E-05,0.457843226,148.4008333,74.63781255
5215,Hannah Fry,FryRsquared,188,148,181336,"CASA, UCL, London",LATimes,5.92E-05,5.25E-05,0.466180611,156.9459093,74.63393193
5216,Christina Newland,christinalefou,350,158,17948,"Nottingham, England",CNN,9.46E-05,0.000126266,0.470865024,158.9452613,74.61921904
5217,William James,WJames_Reuters,250,167,7862,London,AOL,7.01E-05,2.55E-05,0.445817147,167.4376513,74.54901978
5218,Matthew Smith,matthewfsmith,218,156,93376,,AustraliaBroadcastCorp,5.81E-05,4.77E-05,0.47045395,160.855552,74.53297301
5219,Peter Rudegeair,rudegeair,184,151,4580,Harlem,WallStJournal,4.60E-05,3.58E-06,0.448320696,151.2305267,74.52291004
5220,Crispian Balmer,crispiandjb,184,164,8054,Rome,Mic,5.12E-05,1.93E-05,0.453775821,164.4402853,74.51913006
5221,Leonard Pitts Jr.,LeonardPittsJr1,202,157,45458,,SanJoseMercuryNews,5.37E-05,4.16E-05,0.470823884,159.3789687,74.47938742
5222,Aryn Baker,arynebaker,181,163,6413,Cape Town,time,4.67E-05,6.11E-06,0.456369814,163.3484397,74.46778835
5223,Jordan Crucchiola,JorCru,224,159,12401,"Los Angeles, CA",Vulture,5.90E-05,1.56E-05,0.467312558,159.657253,74.45626801
5224,Aatish Bhatia,aatishb,247,135,18515,https://ybca.org/ybca-100/,NYTimes,6.22E-05,2.68E-05,0.457901582,135.833175,74.40896357
5225,Neil Buckley,NeilRBuckley,206,165,5512,,FinancialTimes,5.41E-05,7.13E-06,0.450249803,165.30316,74.35946636
5226,Bob Pisani,BobPisani,175,163,101228,"Englewood Cliffs, NJ",CNBC,4.70E-05,7.23E-06,0.448619278,168.5000547,74.35865759
5227,Soo Youn,lalasoo,539,153,5381,,Washington Post,0.000118774,8.61E-05,0.485544422,153.274431,74.35492079
5228,William J. Broad,WilliamJBroad,174,134,6311,New York,NYTimes,4.52E-05,1.40E-05,0.461529185,134.2818913,74.29195359
5229,Adriana Gomez Licon,agomezlicon,255,159,6617,"Miami, FL",HuffingtonPost,6.42E-05,3.20E-05,0.466705475,159.350701,74.28800756
5230,Peter Orsi,Peter_Orsi,271,158,3867,"~6,000 feet up in the pines",ap,6.64E-05,2.92E-05,0.469674883,158.203662,74.25645898
5231,Simon Usborne,susborne,213,167,8087,london england,Guardian,6.37E-05,1.43E-05,0.44399891,167.4501763,74.24775687
5232,Dylan Welch,dylanwelch,276,161,8326,Australia,AustraliaBroadcastCorp,7.38E-05,2.77E-05,0.46050374,161.4468287,74.24398528
5233,Marc Levy,timelywriter,340,156,11646,3rd and State Sts.,AOL,7.58E-05,1.83E-05,0.474910969,156.605592,74.22991231
5234,Alyson Hurt,alykat,266,158,4246,DC area,NPR,6.26E-05,1.37E-05,0.469327188,158.2236227,74.2061718
5235,Kimberlee Kruesi,kkruesi,271,157,8664,"Nashville, TN",ap,6.40E-05,1.44E-05,0.471937187,157.453416,74.20113029
5236,Sonam Sheth,sonam_sheth,399,154,6418,,BusinessInsider,8.59E-05,1.49E-05,0.481251598,154.3294573,74.19202203
5237,Dylan Hernandez,dylanohernandez,188,156,39815,,LATimes,6.39E-05,8.46E-05,0.449949048,158.07038,74.19072596
5238,Katherine Clarke,KathyClarkeNYC,252,144,9162,New York,WallStJournal,6.01E-05,1.54E-05,0.467616693,144.439776,74.1835898
5239,Michael Mechanic,MichaelMechanic,513,152,5724,USA,Mic,0.000111372,4.89E-05,0.487168537,152.290016,74.12026096
5240,Mack Lamoureux,MackLamoureux,380,154,15221,"Toronto, Ontario",VICE,9.52E-05,9.03E-05,0.480051202,154.7813447,74.11542783
5241,Tanya Snyder,TSnyderDC,293,157,6207,WDC,Politico,6.59E-05,1.38E-05,0.471318036,157.324833,74.07348148
5242,Margot Williams,MargotWilliams,253,158,5505,Washington DC,Intercept,5.90E-05,1.07E-05,0.468185471,158.28993,74.04117492
5243,Marina Galperina,mfortki,449,154,6327,Brooklyn,gizmodo,0.000105347,9.00E-05,0.480243719,154.324786,74.03552094
5244,Janelle Nanos,JanelleNanos,357,157,9513,"Boston, Massachusetts",BostonGlobe,8.03E-05,2.53E-05,0.470803317,157.497847,74.03331478
5245,Jayme Poisson,jayme_poisson,460,152,12660,Toronto,cbc,0.000116741,0.000191437,0.48596039,152.64144,74.0218365
5246,Rachel Cheung,rachel_cheung1,370,153,35652,Hong Kong,aljazeera,8.67E-05,3.97E-05,0.480500648,154.818252,73.95343478
5247,Joe Ruiz,joeruiz,237,158,4544,"San Antonio, TX",CNN,5.78E-05,1.85E-05,0.467535552,158.2393173,73.9265619
5248,Michael Bociurkiw,WorldAffairsPro,894,148,9163,"British Columbia, Canada",CNN,0.000199179,0.00038169,0.498618068,148.4520413,73.90817205
5249,Simeon Kerr,simeonkerr,347,156,13141,Dubai,FinancialTimes,8.97E-05,5.06E-05,0.472682318,156.683332,73.89994108
5250,Simon Holmes,simonahac,264,154,83454,"authorised: me, hawthorn",DailyMail,7.44E-05,6.03E-05,0.473138836,158.283972,73.87683751
5251,Catherine Ngai,catkngai,213,155,4916,"Hong Kong (via NYC, Toronto)",Bloomberg,5.49E-05,1.29E-05,0.453241496,155.2539933,73.82549164
5252,Monte Morin,montemorin,185,156,9040,Los Angeles,LATimes,4.83E-05,1.39E-05,0.449949048,156.47008,73.81269789
5253,Michael Moss,MichaelMossC,170,133,11026,"Brooklyn, NY",NYTimes,4.58E-05,1.68E-05,0.461608255,133.4888193,73.80806332
5254,Caitlin Frazier,CaitlinFrazier,233,158,5644,Austin,Atlantic,5.47E-05,4.97E-06,0.466665059,158.2972507,73.80243757
5255,Tina Rosenberg,tirosenberg,243,156,10740,New York City,Guardian,5.85E-05,1.44E-05,0.472205991,156.55848,73.7959934
5256,Asia Fields,asiakmfields,765,150,4405,"Seattle, WA",SeattleTimes,0.000161414,0.000116318,0.491568052,150.22025,73.78934173
5257,Simon Casey,sjcasey,343,149,6911,New York,Bloomberg,8.31E-05,4.00E-05,0.470967905,149.3432463,73.76779919
5258,Tim Dowling,IAmTimDowling,208,160,34384,London,Guardian,6.63E-05,2.50E-05,0.458291004,161.8338133,73.74677072
5259,Crystal Tse,crystalttc,353,147,8093,New York,Bloomberg,8.32E-05,3.28E-05,0.477118488,147.396557,73.74257108
5260,Juan Perez Jr.,PerezJr,413,156,4090,"Washington, DC",Mic,9.09E-05,3.91E-05,0.472371561,156.21268,73.74019551
5261,Darren Lewis,MirrorDarren,227,160,125493,,DailyMirror,9.85E-05,0.000163703,0.451400131,166.69296,73.73462247
5262,Lauren Hepler,LAHepler,660,151,5728,Santa Cruz based / Ohio raised,SFChronicle,0.000140892,8.99E-05,0.487830061,151.2883093,73.73266219
5263,Ron Allen,RonAllenNBC,374,154,10475,"New York, NY ",NBC,8.62E-05,0.000102259,0.477837709,154.5377167,73.71547784
5264,Trish Bendix,trishbendix,259,132,18411,L.A.,NYTimes,7.07E-05,9.71E-05,0.463913117,132.810084,73.70932289
5265,Kiah Collier,KiahCollier,250,157,7258,"Austin, TX",ProPublica,6.16E-05,3.34E-05,0.468165133,157.3798353,73.59083871
5266,Helen Robertson,HelenCRobertson,194,153,17092,London,Bloomberg,5.55E-05,3.33E-05,0.456775992,153.871692,73.5901013
5267,Brian Solis,briansolis,278,148,277800,"Silicon Valley, CA",ZDNet,8.21E-05,0.000210007,0.475141275,161.7048,73.57676677
5268,Irfan Khan,latfoto,210,152,6373,Los Angeles,LATimes,5.32E-05,1.45E-05,0.460425048,152.3228987,73.56188974
5269,Andrew Greene,AndrewBGreene,220,165,22636,Canberra,AustraliaBroadcastCorp,6.72E-05,2.19E-05,0.444126985,166.24498,73.55741713
5270,Jason Subler,jsubler,196,165,6915,Singapore,Reuters,5.09E-05,5.46E-06,0.445135864,165.380325,73.53206571
5271,Paul Hannon,PaulHannon29,321,141,5216,London,WallStJournal,8.06E-05,5.46E-05,0.473679494,141.245152,73.53155743
5272,Simon Parkin,SimonParkin,249,157,13631,UK,Guardian,6.89E-05,6.07E-05,0.467191015,157.7133557,73.51562603
5273,Natasha Chen,NatashaChenCNN,320,154,16300,"Los Angeles, CA",CNN,7.69E-05,9.63E-05,0.476064735,154.8367333,73.51313881
5274,Cristina Criddle,CristinaCriddle,228,161,11251,"London, England",FinancialTimes,7.04E-05,7.50E-05,0.455655922,161.6038037,73.4981668
5275,Helena Horton,horton_official,181,163,12510,,Guardian,5.84E-05,4.56E-05,0.449911481,163.67971,73.48847607
5276,Richard Kay,amateuradam,182,155,165363,Bookshelf / pulping machine,DailyMail,6.71E-05,0.000137878,0.461390879,163.543755,73.48659156
5277,Mandalit Del Barco,Radioactive22,254,157,9718,Los Angeles,NPR,6.06E-05,1.22E-05,0.466887434,157.5085753,73.42005085
5278,Chrissie Thompson,CThompTweets,241,159,6257,"Spokane, WA",USAToday,5.66E-05,1.07E-05,0.461193442,159.331621,73.40622799
5279,Stephanie Studer,studersc,201,160,6229,New York,Economist,5.16E-05,7.67E-06,0.457921037,160.3322133,73.34342966
5280,Will Hutton,williamnhutton,178,163,66963,London,Guardian,5.55E-05,1.67E-05,0.444970461,166.638323,73.33965827
5281,Lizzy Burden,lizzzburden,248,152,7335,"London, UK",Bloomberg,6.72E-05,3.45E-05,0.458895918,152.37164,73.32932415
5282,Jon Sindreu,jonsindreu,216,143,10781,London,WallStJournal,5.52E-05,1.41E-05,0.465194645,143.5138943,73.30660115
5283,Toby Moses,tobymoses,278,160,4618,London,Guardian,9.27E-05,9.08E-05,0.457765441,160.2462933,73.29884285
5284,Sam Brock,SamBrockNBC,346,153,13213,"Miami, FL",NBC,8.14E-05,3.33E-05,0.477901274,153.673863,73.27991492
5285,Mia Levitin,mialevitin,177,164,7013,NY-LON,FinancialTimes,5.51E-05,3.66E-05,0.446223224,164.3833773,73.26614467
5286,Isa Soares,IsaCNN,303,152,13665,"London, England",CNN,7.48E-05,3.89E-05,0.480200924,152.69236,73.1567764
5287,Garden Columnist,anntreneman,215,160,13606,outdoors,SanJoseMercuryNews,6.55E-05,1.97E-05,0.456022236,160.7256533,73.12901479
5288,Peter Robinson,Popjustice,170,158,219703,"The song is written in the key of A Major, with Jepsen's vocals spanning two octaves",NationalReview,6.32E-05,7.91E-05,0.446260177,169.5710247,73.09095172
5289,Jacquie McNish,jacquiemcnish,288,140,5819,Toronto Canada,WallStJournal,6.84E-05,1.80E-05,0.474033671,140.2715533,73.07198432
